Symbol|Issue_Name|Primary_Listing_Mkt
MAWHY|Man Wah Holdings Limited American Depository Receipt (Unsponsored)|U
MAXAF|Maxclean Holdings Ltd Ordinary Shares (Cayman Islands)|U
MAXD|Max Sound Corporation Common Stock|U
MAXMF|Southern Energy Corp Common Shares|U
MAXR|Maxar Technologies Inc. Common Stock|NYSE
MAXSF|Maxis BHD Ordinary Shares (Malaysia)|U
MAYGF|Meadow Bay Gold Corp. Common Shares|U
MAYNF|Mayne Pharma Group Ltd Ordinary Shares (Austrailia)|U
MAYS|J. W. Mays, Inc. Common Stock|NASDAQ
MAYX|Mayex Usa Inc Common Stock|U
MBAIF|CIBT Education Group Inc. Ordinary Shares (Canada)|U
MBAY|MediaBay, Inc. Common Stock|U
MBB|iShares MBS ETF|NASDAQ
MBCFF|Itafos Common Shares|U
MBCI|MabCure Inc. Common Stock|U
MBCN|Middlefield Banc Corp. Common Stock|NASDAQ
MBCQ|MB BANCORP INC  Common Stock|U
MBDC|Massachusetts Business Development Corp Common Stock|U
MBDE|Morris Business Development Company Common Stock|U
MBFJF|Mitsubishi UFJ Financial Group Inc Ordinary Shares (Japan)|U
MBGCF|Mitsubishi Gas Chemical Co Inc Ordinary Shares|U
MBGNF|MED BIOGENE INC Common Shares|U
MBGRF|MOBERG PHARMA AB PUBL Ordinary Shares|U
MBI|MBIA Inc.|NYSE
MBII|Marrone Bio Innovations, Inc. Common Stock|NASDAQ
MBIN|Merchants Bancorp Common Stock|NASDAQ
MBINO|Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series B  Fixed-to-Floating Rate|NASDAQ
MBINP|Merchants Bancorp 7.00% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock|NASDAQ
MBIO|Mustang Bio, Inc. Common Stock|NASDAQ
MBIOF|Mobio Technologies, Inc. Ordinary Shares|U
MBKL|MBT Bancshares, Inc. Common Stock|U
MBLU|Morris St Bancshares Inc Common Shares|U
MBLV|MobiVentures Inc. Common Stock|U
MBNKF|Metro Bank PLC Ordinary Shares (Unoted Kingdom)|U
MBOF|MARINE BANCORP FLA INC Common Stock|U
MBOT|Microbot Medical Inc. Common Stock|NASDAQ
MBPFF|Mitchells & Butlers Plc Ordinary Shares (UK) NEW|U
MBPFY|Mitchells & Butlers Plc Unsponsored ADR (UK)|U
MBPPF|Mitsubishi Paper Mills Ltd Common Stock (Japan)|U
MBRTF|MBMI Resources Inc Ordinary Shares|U
MBRX|Moleculin Biotech, Inc. Common Stock|NASDAQ
MBSD|FlexShares Trust FlexShares Disciplined Duration MBS Index Fund|NASDAQ
MBSRY|Orange Belgium American Depositary Receipts - Unsponsored|U
MBST|Mobile Star Corp. Common Stock|U
MBT|Mobile Telesystems PJSC|NYSE
MBUMF|Mabuchi Motor Co Ltd Ordinary Shares (Japan)|U
MBUMY|Mabuchi Motor Co Ltd Unsponsored American Depository Receipt (Japan)|U
MBUU|Malibu Boats, Inc. Class A Common Stock|NASDAQ
MBVA|Millennium Bankshares Corporation Common Stock|U
MBVXQ|MabVax Therapeutics Holdings, Inc. Common Stock|U
MBWM|Mercantile Bank Corporation Common Stock|NASDAQ
MBXBF|Microbix Biosystems Inc Ordinary Shares|U
MBYMF|Mountain Boy Minerals Ltd Ordinary Shares|U
MC|MOELIS & COMPANY|NYSE
MCA|BLACKROCK MUNIYIELD CALIFORNIA QUALITY FUND, INC|NYSE
MCAP|Mango Capital, Inc. Common Stock|U
MCARY|Mercari Inc. American Depositary Receipts - Unsponsored   (Japan)|U
MCB|Metropolitan Bank Holding Corp. Common Stock, $0.01 par value per share|NYSE
MCBC|Macatawa Bank Corporation Common Stock|NASDAQ
MCBI|Mountain Comm Bancorp Inc Common Stock|U
MCBK|Madison County Financial, Inc. Common Stock|U
MCBP|Michigan Community Bancorp Limited Common Stock|U
MCBRF|Mcbride Plc Ordinary Shares|U
MCBS|MetroCity Bankshares, Inc. Common Stock|NASDAQ
MCC|MEDLEY CAPITAL CORPORATION|NYSE
MCCHF|Mcchip Resources Inc Ordinary Shares|U
MCCI|Marketing Concepts International Common Stock|U
MCCK|Mestek Inc Common Stock NEW|U
MCCLF|Macromill Inc Ordinary Shares (Japan)|U
MCCOF|McColls Retail Group PLC Ordinary Shares (United Kingdom)|U
MCCRF|McCoy Global, Inc. Ordinary Shares (Canada)|U
MCCX|McorpCX, Inc. Common Stock|U
MCD|McDonald''s Corporation|NYSE
MCDA|KMA Holding, Inc. Common Stock|U
MCDMF|MacDonald Mines Exploration, Ltd. Ordinary Shares|U
MCEF|First Trust Exchange-Traded Fund VIII First Trust Municipal CEF Income Opportunity ETF|NASDAQ
MCELQ|Millennium Cell Inc. Common Stock|U
MCEM|Monarch Cement Co Common Stock|U
MCEP|Mid-Con Energy Partners, LP Common Units|NASDAQ
MCESF|Macro Enterprises Inc. Com (Canada)|U
MCET|MultiCell Technologies, Inc. Common Stock|U
MCF|Contango Oil & Gas Co.|AMEX
MCFT|MasterCraft Boat Holdings, Inc. Common Stock|NASDAQ
MCFUF|Micro Focus International Plc Ordinary Shares|U
MCGRF|Major Cineplex Group Public Co Ltd Shares Foreign Registered (Thailand)|U
MCHA|Matchaah Holdings, Inc. Common Stock|U
MCHB|Mechanics Bank (The) (CA) Common Stock|U
MCHHF|MacMahon Holdings Ltd Ordinary Shares (Australia)|U
MCHI|iShares MSCI China ETF|NASDAQ
MCHIF|MARUICHI STEEL TUBE LTD SHS (Japan)|U
MCHN|McHenry Bancorp Inc Common Stock|U
MCHOY|MultiChoice Group Limited Sponsored ADR (South Africa)|U
MCHP|Microchip Technology Incorporated Common Stock|NASDAQ
MCHT|Mauch Chunk Trust Financial Corp Common Stock|U
MCHVF|MGM China Holdings, Ltd. Ordinary Shares (Cayman Islands)|U
MCHVY|MGM China Holdings, Ltd. Unsponsored ADR (Cayman Islands)|U
MCHX|Marchex, Inc. Class B Common Stock|NASDAQ
MCI|Barings Corporate Investors|NYSE
MCIAF|Mercia Asset Mgmt Plc Ordinary Shares|U
MCIC|Multicorp International, Inc. Common Stock|U
MCIG|mCig, Inc. Common Stock|U
MCIM|Macau Capital Investments Inc Common Stock New|U
MCK|McKesson Corporation|NYSE
MCKAF|McKay Securities PLC Ordinary Shares (United Kingdom)|U
MCKRF|Jade Leader Corp Ordinary Shares|U
MCLDF|MCLOUD TECHNOLOGIES CORP Ordinary Shares|U
MCMJU|Merida Merger Corp. I Unit|NASDAQ
MCN|Madison Covered Call & Equity Strategy Fund|NYSE
MCO|Moody's Corporation|NYSE
MCOA|Marijuana Company of America, Inc. Common Stock|U
MCOIF|MULTICHOICE GROUP LTD Ord Shs (South Africa)|U
MCPB|Mount Carmel Pub Util Co Common Stock|U
MCPH|Midland Capital Holdings Corporation Common Stock|U
MCPNF|MMC Corporation Bhd Ordinary Shares (Malaysia)|U
MCPOF|Marcopolo SA Polo Pref Shs Brazil (BR)|U
MCQEF|Macquarie Group Ltd Ordinary shares (Australia)|U
MCR|MFS Charter Income Trust Shares of Beneficial Interest|NYSE
MCRAA|McRae Industries, Inc. Class A Common Stock|U
MCRAB|McRae Industries, Inc. Class B Common Stock|U
MCRB|Seres Therapeutics, Inc. Common Stock|NASDAQ
MCREF|Metals Creek Res Common Shares|U
MCRI|Monarch Casino & Resort, Inc. Common Stock|NASDAQ
MCRNF|Micro-Mechanics Ltd Ordinary shares (Singapore)|U
MCRO|IQ Hedge Macro Tracker|ARCA
MCRPF|Microport Scientific Corp. Ordinary Shares (Cayman Islands)|U
MCRT|Microart, Inc. Common Stock|U
MCRUF|Morgan Advanced Materials Plc Ord Ordinary Shares|U
MCRZF|Mincor Resources NL Shs (Australia)|U
MCS|The Marcus Corporation|NYSE
MCSHF|Metcash Ltd Ordinary Shares (Australia)|U
MCSLF|McMillan Shakespeare Ltd Ordinary Shares(Australia)|U
MCTC|MCTC Holdings, Inc. Common Stock|U
MCTH|Medical Connections Holdings, Inc. Common Stock|U
MCTYF|Microplanet Technology Corp Common Shares (Canada)|U
MCTZF|Mcot Public Co Ltd Units Non-Voting Depository Receipts (Thailand)|U
MCUIF|RISE Life Science Corp. Common Shares|U
MCUJF|Medicure Inc. Ordinary Shares (Canada)|U
MCUPF|Martin Currie Asia Unconstrained Tr Plc Ordinary Shares (United Kingdom)|U
MCV|MEDLEY CAPITAL CORPORATION 6.125%  SENIOR NOTES DUE 2023|NYSE
MCVEF|Medicover AB Shares AK B (Sweden)|U
MCVEY|Medicover AB Unsponsored ADR|U
MCVT|Mill City Ventures III, Ltd. Common Stock|U
MCX|Medley Capital Corporation 6.50% Notes due 2021|NYSE
MCY|Mercury General Corp.|NYSE
MCZAF|Mad Catz Interactive Inc Common Shares|U
MD|Mednax, Inc (Holding Company)|NYSE
MDAV|Davi Luxury Brand Group, Inc. Common Stock|U
MDAW|Media Way Corporation Common Stock|U
MDB|MongoDB, Inc. Class A Common Stock|NASDAQ
MDBBF|Medlab Clinical Ltd Ordinary Shares (Australia)|U
MDBIF|Medibio Ltd Ordinary Shares (Australia)|U
MDBKY|MEDIBANK PRIVATE LTD American Depositary Receipts - Unsponsored (Australia)|U
MDBPF|Medibank Private LTD Common Stock|U
MDBS|Master Distribution Systems, Inc. Common Stock|U
MDC|M.D.C. Holdings, Inc.|NYSE
MDCA|MDC Partners Inc. CL A Subordinate Voting Shares|NASDAQ
MDCE|Medical Care Technologies Inc. Common Stock|U
MDCL|Medicine Man Technologies Inc Common Stock|U
MDCN|Medican Enterprises Inc Common Stock|U
MDCO|Medicines Company (The) Common Stock|NASDAQ
MDCT|Midcoast Cmnty Bancorp Inc Common Stock|U
MDDM|M D M Group Inc Common Stock|U
MDDNF|Meridian Energy LTD Ordinary Shares (New Zealand)|U
MDDT|Medico Intl Inc Common Stock|U
MDDVF|Medical Developments Intl Ltd Shs (Australia)|U
MDEA|Media 100 Inc. Common Stock|U
MDEPY|Arnoldo Mondadori Editore Spa Unsponsored ADR (Italy)|U
MDEVF|Melco Intl Devel Ordinary Shares|U
MDEX|Madison Technologies Inc. Common Stock|U
MDFZF|Medifocus Inc Ordinary Shares (Canada)|U
MDGC|MediaG3, Inc. Common Stock|U
MDGEF|Medigene Ag Ordinary Shares|U
MDGL|Madrigal Pharmaceuticals, Inc. Common Stock|NASDAQ
MDGP|Medgroup Inc Common Stock|U
MDGS|Medigus Ltd. American Depositary Shares|NASDAQ
MDGSW|Medigus Ltd. Series C Warrant|NASDAQ
MDIBF|Mediobanca - Banca Di Credito Finanziario SPA Ordinary Shares|U
MDIBY|Mediobanca - Banca Di Credito Finanziario SPA Unsponsored ADR (Italy)|U
MDIEF|Mediaset Spa Ord Ordinary Shares|U
MDIKF|Modec Inc Tokyo Shs|U
MDIN|MedGen, Inc. Common Stock|U
MDIPF|Medical Prognosis Institute AS Ordinary Shares (Denmark)|U
MDIT|Medite Cancer Diagnostics, Inc. Common Stock|U
MDIUY|Mediaset S.p.A Sponsored ADR representing 3 Ordinary Shares (Italy)|U
MDIV|First Trust Exchange-Traded Fund VI Multi-Asset Diversified Income Index Fund|NASDAQ
MDJH|MDJM LTD Ordinary Share|NASDAQ
MDKM|Mdechem Inc New Common Stock|U
MDLA|Medallia, Inc.|NYSE
MDLH|Medical International Technology, Inc. Common Stock|U
MDLQ|Medley LLC 7.25% Notes due 2024|NYSE
MDLX|Medley LLC  6.875% Senior Notes due 2026|NYSE
MDLXF|King Global Ventures Inc Common Shares|U
MDLY|Medley Management Inc|NYSE
MDLZ|Mondelez International, Inc. Class A Common Stock|NASDAQ
MDMN|MEDINAH MINERALS INC Common Stock|U
MDMP|MDM Permian, Inc. Common Stock|U
MDNAF|Medicenna Therapeutics Corp. Ordinary Shares (Canada)|U
MDNDF|McDonalds Hldgs Co Japan Ltd Ordinary Shares|U
MDNGF|Midnight Sun Mining Corp COM (Canada)|U
MDNL|Maiden Lane Jewelry, Ltd. Common Stock|U
MDNNF|Niobay Metals Inc Common Shares|U
MDOMF|Mandom Corp Ordinary Shares (Japan)|U
MDOUF|Maisons Du Monde SA Common Stock (France)|U
MDP|Meredith Corporation|NYSE
MDPCF|Madison Pac Ppts- B Ordinary Shares|U
MDPEB|Meredith Corporation Common Stock Class B|U
MDPHF|Monadelphous Group Ordinary Shares (Australia)|U
MDR|McDermott International|NYSE
MDRA|Medra Corporation Common Stock|U
MDRDF|Sbanken asa Ordinary Shares|U
MDRM|Modern Mobility Aids, Inc Common Stock|U
MDRPF|Midas Gold Corporation Ordinary Shares (Canada)|U
MDRR|Medalist Diversified REIT, Inc. Common Stock|NASDAQ
MDRSF|MEDARTIS HOLDING AG Namen AKT (Switzerland)|U
MDRX|Allscripts Healthcare Solutions, Inc. Common Stock|NASDAQ
MDSI|Matrix Denture Systems International, Inc. Common Stock|U
MDSMF|Medusa Mining Ltd. Ordinary Shares (Australia)|U
MDSQF|Minsud Resources Ordinary Shares (Canada)|U
MDSVF|Motion Display Scandinavia AB Shs (Sweden)|U
MDT|Medtronic plc|NYSE
MDTC|Media Technologies Inc. Common Stock|U
MDTKF|Media Tek Incorporation Ordinary Shares|U
MDTR|Medtainer, Inc. Common Stock|U
MDTWF|Mediterranean Towers LTD Ordinary Shares (Israel)|U
MDU|MDU Resources Group, Inc.|NYSE
MDVP|Med Spa Vacations Inc Common Stock|U
MDVT|Middlebury Natl Corp Vermont Common Stock|U
MDWD|MediWound Ltd. Ordinary Shares|NASDAQ
MDWK|MDWerks, Inc. Common Stock|U
MDWT|MIDWEST HLDG INC Common Stock|U
MDXG|MIMEDX GROUP INC Common Stock|U
MDXHF|Medx Health Corp Common shares (Canada)|U
MDXL|MediXall Group, Inc. Common Stock|U
MDXX|Medex Inc NEV Common Stock|U
MDY|SPDR S&P MidCap 400 ETF Trust|ARCA
MDYG|SPDR S&P 400 Mid Cap Growth ETF (Based on S&P MidCap 400 Growth Index--symbol MUV)|ARCA
MDYV|SPDR S&P 400 Mid Cap Value ETF (based on S&P MidCap 400 Value Index--symbol: MGD)|ARCA
MEAR|iShares Short Maturity Municipal Bond ETF|BATS
MEC|Mayville Engineering Company, Inc.|NYSE
MECSF|MEC Resources Ltd Ordinary Shares (Australia)|U
MECVF|Mediagrif Interactive Technologies Inc Ordinary Shares|U
MED|Medifast, Inc.|NYSE
MEDD|Medical Imaging Corp. Common Stock|U
MEDGF|Medacta Group SA Ordinary Shares  (Switzerland)|U
MEDH|MedX Holdings, Inc. Common Stock|U
MEDIF|Medipharm Labs Corporation Common Shares (Canada)|U
MEDOF|Medios AG Ordinary Shares (Germany)|U
MEDP|Medpace Holdings, Inc. Common Stock|NASDAQ
MEDT|MediaTechnics Corporation Common Stock|U
MEEC|Midwest Energy Emissions Corp. NEW Common Stock|U
MEET|The Meet Group, Inc. Common Stock|NASDAQ
MEGEF|Meg Energy Corp. Common (Canada)|U
MEGGF|Meggitt Plc Ordinary Shares|U
MEGGY|Meggitt Plc Unsponsored American Depository Receipt (United Kingdom)|U
MEGH|Megalith Corp Common Stock|U
MEGPF|Megachips Corp Osaka Ordinary Shares (Japan)|U
MEI|Methode Electronics|NYSE
MEIJF|Meiji Electric Industries Co Ltd Nagoya Ordinary Shares (Japan)|U
MEIL|Methes Energies International Ltd.|U
MEIP|MEI Pharma, Inc. Common Stock|NASDAQ
MEISF|MAEDA SEISAKUSHO CO LTD Shs (Japan)|U
MEITF|Meitec Corp Ordinary Shares|U
MEIUF|Meitu Inc Ordinary Shares (Cayman Islands)|U
MEIUY|Meitu Inc. American Depositary Shares - Unsponsored (Cayman Islands)|U
MEIYF|Mercialys Paris Ordinary Shares (France)|U
MEJHF|Meiji Holdings Co. Ltd, Tokyo Ordinary Shares (Japan)|U
MEJHY|Meiji Holdings Co. Ltd, Tokyo Unsponsored ADR (Japan)|U
MELI|MercadoLibre, Inc. Common Stock|NASDAQ
MELR|MELROSE BANCORP INC Common Stock|U
MEME|MeeMee Media Inc. Common Stock|U
MEMI|Miracle Entertainment Inc Common Stock|U
MEN|Blackrock Muni Enhanced Fund, Inc.|NYSE
MENB|Mendocino Brewing Company, Inc. Common Stock|U
MENC|Millennium Energy Corp Common Stock|U
MENEF|Mene Inc Ordinary Shares|U
MENI|Mobilized Entertainment Inc Common Stock|U
MENXF|Memex, Inc. Ordinary Shares (Canada)|U
MEOAF|Melbana Energy Ltd Ordinary Shares|U
MEOBF|Mesoblast Ltd Ordinary Shares (Australia)|U
MEOH|Methanex Corporation Common Stock|NASDAQ
MEPDF|Medipal Holdings Corp. Ordinary Shares (Japan)|U
MEPW|ME Renewable Power Corp. Common Stock|U
MEQYF|Mainstreet Equity Corp Common Shares (Canada)|U
MER PRK|Bank of America Corporation Income Capital Obligation Notes initially due December 15, 2066|NYSE
MERC|Mercer International Inc. Common Stock|NASDAQ
MERG|Merger Mines Corp. Common Stock|U
MERR|Merriman Holdings, Inc Common Stock|U
MERT|Metropolitan Rty Corp Common Stock|U
MERVF|Manila Electric Co Ordinary Shares Philippines (PH)|U
MESA|Mesa Air Group, Inc. Common Stock|NASDAQ
MESNF|Marauder Resources East Coast Inc Ordinary Shares (Canada)|U
MESO|Mesoblast Limited American Depositary Shares|NASDAQ
MET|MetLife, Inc.|NYSE
MET PRA|Metlife, Inc. Floating Rate Non Cuml Series A|NYSE
MET PRE|MetLife, Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 5.625% Non-Cum|NYSE
METC|Ramaco Resources, Inc. Common Stock|NASDAQ
METOF|Meteoric Resorces NL Ordinary Shares (Australia)|U
MEXGF|Mexican Gold Corp Common Shares|U
MEXX|Direxion Daily MSCI Mexico Bull 3X Shares|ARCA
MEYYY|Medco Energi Internasional TBK PT Unsponsored ADR (Indonesia)|U
MFA|MFA Financial, Inc|NYSE
MFA PRB|MFA Financial, Inc. 7.50% Series B Cumulative Redeemable Preferred Stock|NYSE
MFAC|Megalith Financial Acquisition Corp. Class A Common Stock|NYSE
MFAC U|Megalith Financial Acquisition Corp. Units, each consisting of one share of Class A Common Stock, an|NYSE
MFAC WS|Megalith Financial Acquisition Corp. Warrants, each warrant exercisable for one share of Class A Com|NYSE
MFAIF|Ming Fai International Holdings Limited Ordinary Shares (Cayman Islands)|U
MFBP|M&F Bancorp, Inc. Common Stock|U
MFC|Manulife Financial Corp.|NYSE
MFCO|Microwave Filter Company, Inc. Common Stock|U
MFCSF|Medical Facilities Corp. Ordinary Shares (Canada)|U
MFD|Macquarie/First Trust Global Infrastructure/Utilities Dividend & Income Fund|NYSE
MFDB|Mutual Federal Bancorp, Inc. (IL) Common Stock|U
MFDX|PIMCO RAFI Multi-Factor International Equity ETF|ARCA
MFEM|PIMCO RAFI Dynamic Multi-Factor Emerging Markets Equity ETF|ARCA
MFG|Mizuho Financial Group, Inc.|NYSE
MFGHF|Mainfreight Ltd Ordinary Shares (New Zealand)|U
MFGHY|Mainfreight Ltd Unsponsored ADR (New Zealand)|U
MFGI|Merchants Financial Group Inc Common Stock|U
MFGP|Micro Focus International plc. American Depositary Shares, each representing One Ordinary Share|NYSE
MFIN|Medallion Financial Corp. Common Stock|NASDAQ
MFINL|Medallion Financial Corp. 9.000% Notes due 2021|NASDAQ
MFL|BLACKROCK MUNIHOLDINGS INVESTMENT QUALITY FUND|NYSE
MFLAF|Barclays Bk PLC iPath MSCI EAFE Index Long ETN due 11/30/2020 (United Kingdom)|U
MFM|MFS Municipal Income Trust Shares of Beneficial Interest|NYSE
MFMLF|Marifil Mines Ltd Common Shares|U
MFMS|MFAM Small-Cap Growth ETF|BATS
MFNC|Mackinac Financial Corporation Common Stock|NASDAQ
MFO|MFA FINANCIAL, INC. 8.00% SR NTS DUE 2042|NYSE
MFON|Mobivity Holdings Corp. Common Stock|U
MFOYY|MegaFon PJSC Global Depositary Receipts - Sponsored|U
MFRVF|Minera Frisco SaB CV Ordinary Shares- Class A (Mexico)|U
MFSF|MutualFirst Financial Inc. Common Stock|NASDAQ
MFST|Medifirst Solutions Inc Common Stock|U
MFT|BLACKROCK MUNIYIELD INVESTMENT QUALITY FUND|NYSE
MFUS|PIMCO RAFI Dynamic Multi-Factor U.S. Equity ETF|ARCA
MFV|MFS SPECIAL VALUE TRUST|NYSE
MG|Mistras Group Inc.|NYSE
MGA|Magna International|NYSE
MGAAF|Morinaga & Co Ltd Ordinary Shares (Japan)|U
MGAFF|Mega Uranium Ltd Ordinary Shares (Canada)|U
MGAG|Mortgage Oil Corp Common Stock|U
MGAWF|Megaworld Corporation Ordinary Shares (Phillippines)|U
MGAWY|Megaworld Corporation Unsponsored ADR (Phillipines)|U
MGC|Vanguard Mega Cap 300 Index ETF|ARCA
MGCLF|MGC Pharmaceuticals Ltd Ordinary Shares (Australia)|U
MGCV|MGC VENTURES INC Common Stock|U
MGDDF|Michelin Cie Gen Des Estb Cl B Ordinary Shares|U
MGDDY|Michelin Compagnie Generale des Etablissements Michelin Unsponsored ADR representing Nom Shares (France)|U
MGDPF|Marathon Gold Corp Common Shares (Canada)|U
MGEE|MGE Energy, Inc|NASDAQ
MGEN|Miragen Therapeutics, Inc. Common Stock|NASDAQ
MGEVF|Mahindra Lifespace Developers Limited Reg S Global Depositary Shares (India)|U
MGF|MFS Government Markets Income Trust Common Shares of Beneficial Interest|NYSE
MGFNF|Mega Financial Holding Company Ordinary Shares (Taiwan)|U
MGFRF|Magforce AG, Berlin Ordinary Shares (Germany)|U
MGFX|Monarch Gulf Exploration, Inc. New Common|U
MGGI|Magicstem Group Corp. Common Stock|U
MGHCF|MINCO CAP CORP  Common Stock|U
MGHL|Morgan Group Holding Company Common Stock|U
MGHTF|Mercury NZ Ltd Ordinary Shares|U
MGI|Moneygram International, Inc. Common Stock|NASDAQ
MGIC|Magic Software Enterprises Ltd. Ordinary Shares|NASDAQ
MGIDF|Magnum Goldcorp Inc Ordinary Shares (Canada)|U
MGJNF|Magnit Jsc, Novocherkask Ordinary Shares (Russia)|U
MGK|Vanguard Mega Cap Growth ETF|ARCA
MGLDF|Medgold Resources Corporation Ordinary Shares (Canada)|U
MGLG|Magellan Energy Ltd. New Common Stock|U
MGLI|Magellan Industries, Inc. Common Stock|U
MGLLF|MAGELLAN FINANCIAL GROUP LTD Shs (Australia)|U
MGLN|Magellan Health, Inc. Common Stock|NASDAQ
MGLO|MEDIA GLOBO Corporation (The) New Common Stock|U
MGLQF|Magna Gold Corp Common Shares (Canada)|U
MGM|MGM RESORTS INTERNATIONAL|NYSE
MGMA|Metro Global Media, Inc. Common Stock|U
MGMCA|MGM Holdings Inc Class A Voting|U
MGMLF|Maple Gold Mines Ltd Common Shares|U
MGNT|Meganet Corp Common Stock|U
MGNX|MacroGenics, Inc. Common Stock|NASDAQ
MGOM|Migom Global Corp. Common Stock|U
MGON|Megola, Inc. Common Stock|U
MGP|MGM Growth Properties LLC  Class A common shares representing limited liability company interests|NYSE
MGPC|Moregain Pictures, Inc. Common Stock|U
MGPHF|Mason Graphite Inc. Com (Canada)|U
MGPI|MGP Ingredients, Inc.|NASDAQ
MGPPF|Megaport Ltd Ordinary Shares (Australia)|U
MGPRF|MAG ONE PRODS INC  Ordinary Shares (Canada)|U
MGPUF|M&G PLC Common Shares  United Kingdom(GB )|U
MGR|Affiliated Managers Group, Inc. 5.875% Junior Subordinated Notes due 2059|NYSE
MGRC|McGrath RentCorp Common Stock|NASDAQ
MGROF|MustGrow Biologics Corporation Common Shares (Canada)|U
MGRUF|Moreguard Real Estate Invt Trust Trust Unit|U
MGSBF|Metrogas Sa  Shares B 1 Vote (Argentina)|U
MGSDF|Morgan Sindall Plc Ordinary Shares (United Kingdom)|U
MGTA|Magenta Therapeutics, Inc. Common Stock|NASDAQ
MGTC|Megatech Corporation Common Stock|U
MGTI|MGT CAP INVTS INC Common Stock|U
MGTX|MeiraGTx Holdings plc Ordinary Shares|NASDAQ
MGU|Macquarie Global Infrastructure Total Return Fund, Inc.|NYSE
MGUY|Mogul Energy International, Inc. Common Stock|U
MGV|Vanguard Mega Cap  Value ETF|ARCA
MGWFF|Maple Leaf Green World, Inc. Ordinary Shares (Canada)|U
MGXMF|MGX Minerals Inc Ordinary Shares (Canada)|U
MGXRF|MGX RENEWABLES INC Com (Canada)|U
MGY|Magnolia Oil & Gas Corporation Class A Common Stock|NYSE
MGYOY|Mol Magyar Olay Es Gazipari Rt Sponsored ADR representing Ord Shs Series A (Hungary)|U
MGYR|Magyar Bancorp, Inc. Common Stock|NASDAQ
MGYTF|Magyar Telekom PLC Ordinary Shares (Hungary)|U
MH PRA|MAIDEN HOLDINGS, LTD. 8.25% Non-Cumulative Preference Shares, Series A|NYSE
MH PRC|Maiden Holdings North America, Ltd. 7.125% Non-Cumulative Preference Shares, Series C|NYSE
MH PRD|Maiden Holdings North America, Ltd. 6.700% Non-Cumulative Preference Shares, Series D|NYSE
MHCC|Millennium Healthcare, Inc Common Stock|U
MHD|Blackrock Muniholdings Fund, Inc.|NYSE
MHE|BlackRock Massachusetts Tax-Exempt Trust|NYSE
MHF|Western Asset Municipal High Income Fund, Inc|NYSE
MHGI|Midnight Holdings Group, Inc. Common Stock|U
MHGTU|Michigan Ethanol LLC Cap Unit Cl C|U
MHGU|Meritage Hospitality Group Inc. New Common Stock|U
